human	mouse
27306	54486
387804	69137
3663	27056
402055	70118
2319	14252
348013	272465
10297	23805
10298	70584
284366	101533
10761	56096
688	12224
4625	17888
6655	20663
51319	66880
84945	68904
6614	20612
11236	75841
80208	214585
1814	13490
219770	225152
22996	230603
22996	230603
57047	18828
253461	245007
28971	66273
8612	50784
5886	19358
7535	22637
79805	226841
58500	239546
54457	24074
84364	77038
80309	77629
374569	104816
117583	72823
91653	117606
164832	381338
58476	68728
55322	77877
10913	13608
10039	235587
144577	270802
1960	13655
3981	319583
4604	109272
55732	381306
55902	60525
3416	15925
375307	241112
22859	330814
54039	59093
54820	67203
81796	240726
5914	19401
5914	218772
23051	320799
9899	64176
5073	74108
8451	99375
11072	56405
5915	19401
5915	19401
5915	218772
5915	218772
10181	83486
84466	214058
84466	70417
10801	53860
10801	53860
2051	13848
90161	50786
90161	50785
90161	50787
133522	170826
29951	55983
29951	239618
128553	228911
128553	228911
10898	54188
4261	12265
3141	110948
3141	110948
84102	338365
7905	13476
10721	77782
7480	22410
7101	21907
4033	16970
5863	19732
5863	19732
23162	30957
23162	30957
23162	30957
129080	140703
129080	140703
6493	20465
6493	20465
6493	20465
6493	20465
26035	93683
26035	93683
399665	98952
150368	338368
491	11941
491	11941
1551	100041375
1551	13113
1551	13114
1551	53973
1551	337924
1551	56388
1551	100041449
1551	622127
1551	13112
390916	110959
23569	18602
64849	114644
138046	76897
23362	234353
23362	234353
23362	234353
23362	234353
84465	214058
84465	214058
84465	70417
84465	70417
5573	19084
80055	241062
2318	68794
2318	192176
57523	277154
1833	13516
100129520	100039899
100129520	637093
79501	258399
12	238395
12	74069
12	20714
12	20715
12	271047
12	20717
84342	97484
26085	626834
51621	50794
166655	260296
10780	56707
10780	54678
10780	22755
10780	232966
10780	22756
78988	67840
1062	229841
8870	15937
100131017	54201
25791	53972
26056	52055
2078	13876
7586	74570
79444	329581
2171	16592
90050	100504156
390079	258147
1812	13488
100505753	100504183
100996939	66459
7768	56707
7768	54678
7768	22755
7768	232966
7768	22756
10682	13595
10670	68441
4173	17217
129787	211986
29070	244608
29070	244608
55048	107305
219287	72125
229	230163
54887	224648
10385	238555
83463	17121
710	12258
80139	218820
80139	353310
3400	15904
10955	56442
10955	26943
1388	12915
4070	56753
166979	238896
119749	258984
119749	258454
119749	258980
119749	258979
119749	258455
221443	106821
4886	18166
8913	12291
1577	100041375
1577	13113
1577	13114
1577	53973
1577	337924
1577	56388
1577	100041449
1577	622127
1577	13112
2703	14616
144402	66871
54825	268663
926	12526
3021	319151
3021	625328
3021	15078
3021	667250
3021	260423
3021	319148
3021	319149
3021	15077
3021	319150
3021	97114
388327	75304
3020	319151
3020	625328
3020	15078
3020	667250
3020	260423
3020	319148
3020	319149
3020	15077
3020	319150
3020	97114
85365	56737
55760	101437
390243	64931
9117	215474
11311	22365
6100	55934
79154	192970
116328	320492
58473	27276
58484	268973
8546	11774
8546	11774
51706	72017
643246	67443
10541	11737
10541	67628
160760	320717
354	16612
354	16623
354	18050
354	16617
354	16622
354	16618
354	13646
354	16616
354	16615
354	18048
354	16619
354	16624
65083	230082
9310	56707
9310	54678
9310	22755
9310	232966
9310	22756
341568	258449
341568	258277
4090	17129
220965	71721
80775	66343
80829	109910
55357	381605
722	12269
722	22789
114885	106326
23283	83410
6583	20520
6583	20520
6583	56517
6583	56517
6583	30805
6583	30805
57684	320633
10607	213773
8811	14428
333932	319151
333932	625328
333932	15078
333932	667250
333932	260423
333932	319148
333932	319149
333932	15077
333932	319150
333932	97114
7185	22029
51148	99151
4148	17182
522	11957
53373	252972
64743	73447
23345	64009
79714	66658
203238	320226
203238	320226
51168	17910
81926	216169
6326	20269
6326	110876
374470	76640
102724984	77034
9452	16431
78994	233895
9382	16834
339906	272643
146212	279499
9531	29810
10205	14012
55766	232440
55766	319163
93643	74094
7596	56707
7596	54678
7596	22755
7596	232966
7596	22756
56829	78781
56829	78781
23457	56325
338339	17474
283777	434197
80256	230088
390197	258675
390197	258674
390197	258155
390197	258676
390197	258805
10888	14608
4861	18142
4861	27386
26009	108946
390036	259106
4286	17342
4286	17342
4286	17342
4286	17342
26248	258922
100132015	100039899
100132015	637093
100287284	545893
6203	76846
150248	333670
50999	73130
5326	54711
9653	23908
3737	16490
9757	75410
10406	67701
58493	66209
26517	30055
1063	108000
353164	387356
727857	320522
2934	227753
4327	58223
173	280662
169166	66696
6836	20932
8310	80911
26275	227095
3157	208715
3171	15377
100129216	654458
79850	116972
823	12333
90480	102060
221504	474156
22992	225876
11120	238555
5427	18974
84807	243910
130106	73259
1962	74147
60491	65102
26682	258399
8125	11737
8125	67628
55017	58248
10335	17540
10623	74414
131177	18300
4117	17152
5926	238247
50943	20371
8633	22253
8450	99375
79703	381196
85457	217732
25923	109168
340024	74338
25921	228136
7772	56707
7772	54678
7772	22755
7772	232966
7772	22756
55630	72027
29850	56843
5955	26611
7021	21419
100134444	16515
23240	229473
23240	229473
324	11789
324	11789
4867	53885
63035	320376
401548	209131
401548	76561
64067	18142
64067	27386
57410	78891
81693	93835
84859	70144
23304	224826
27005	30941
8458	74044
80034	77771
151647	320701
151647	268354
161829	241624
672	12189
79730	70918
79883	244550
84818	171095
55695	100609
23426	74053
23426	243547
6584	20520
6584	56517
6584	30805
347734	73836
201305	77577
51179	56185
100861540	100041375
100861540	13113
100861540	13114
100861540	53973
100861540	337924
100861540	56388
100861540	100041449
100861540	622127
100861540	13112
79797	381410
4608	53311
54534	28028
10195	208624
645832	18292
10735	20842
10735	20843
55731	216971
55731	216971
3597	16164
6563	108052
23090	94187
498	11946
55285	237073
200081	109658
64326	26374
64326	26374
152503	27059
5153	18574
201292	338364
323	11787
84164	75452
8858	66901
4862	12753
4862	18143
23624	80794
90231	77034
387890	545798
255743	114249
4005	16909
56888	74287
25946	29813
64816	100041375
64816	13113
64816	13114
64816	53973
64816	337924
64816	56388
64816	100041449
64816	622127
64816	13112
3096	110521
7174	22019
1618	13164
80262	234678
338811	320701
338811	268354
9870	68497
29957	74686
29957	229731
54537	75698
6773	20847
85450	414801
5214	56421
3097	15273
10059	74006
134111	76980
26088	106039
390937	232974
105372478	637908
105372478	100042499
105372478	629079
389197	381634
374655	238803
374655	209225
79290	258914
79446	212198
2074	319955
8451	72584
1607	13139
1607	13139
1607	217480
1607	217480
10801	53860
148	11549
148	11549
1770	237806
775	12289
775	12288
775	12288
6007	19746
9348	83398
7905	70335
64780	171580
4033	16970
129080	140703
129080	140703
253782	241447
23569	18602
950	12492
11129	53609
11129	53609
12	20716
12	238393
12	16625
12	628900
166655	234329
51371	66537
10780	57745
10780	56525
84153	68209
5567	18749
5567	18749
56683	68001
64081	67307
64081	68371
390079	257910
7768	57745
7768	56525
126433	233040
2330	14263
3021	319154
3021	15081
3020	319154
3020	15081
5551	18646
354	13648
9310	57745
9310	56525
220965	71721
722	22789
333932	319154
333932	15081
203238	320226
203238	320226
339906	235628
388939	225004
57017	67914
8289	93760
7596	57745
7596	56525
56623	64436
79101	75316
340990	18419
537	54411
57326	229534
29959	192292
57396	12750
1545	13078
10360	18150
10149	237175
84735	338403
10335	17540
200185	66059
8450	72584
79931	414084
7772	57745
7772	56525
162083	75861
776	12289
776	12288
776	12288
401548	209131
8501	72401
151647	268354
8525	104418
23426	74053
23426	74053
23426	74053
10595	26918
2263	14183
55285	237073
152503	27059
10556	54364
2186	207165
5580	18753
54972	98170
1606	13139
1606	217480
338811	268354
6006	19746
84766	381812
6520	17254
105372478	666085
2475	56717
2475	56717
25925	225207
161835	71313
3084	211323
11083	23856
54891	227195
8208	110749
394263	672682
394263	672682
79747	215772
366	64008
100037417	13202
1630	13176
25924	245049
65084	72759
622	71911
26207	71795
143098	75739
54507	229595
23108	380711
55116	230770
60678	65967
10863	13522
10863	58860
57497	70530
1428	12971
23521	22121
90273	384557
85461	66860
5257	102093
5648	17174
4137	17762
49855	244891
27443	330409
27443	330409
51304	69035
80255	74150
160777	269693
54221	268534
54221	71096
114827	329977
114827	329977
66000	81907
54954	207375
3705	217837
7113	50528
114880	99031
7434	22355
7434	22355
116113	74123
116113	74123
340895	102635496
340895	102635496
340895	102635496
1390	12916
1390	12916
9711	100502698
64789	73172
1277	12842
288	11735
56977	71069
8774	108123
342933	170734
84100	56297
220047	75338
205717	207806
171024	118449
171024	118449
5527	26931
5527	26931
5527	26931
5527	26931
5527	26931
5527	26931
10525	12282
10525	12282
22827	67959
22827	67959
59272	70008
4931	67459
4931	67459
54512	109075
54512	109075
221035	28193
57486	75805
57486	75805
51119	66711
5899	64143
183	11606
23384	74392
51294	53601
55816	76829
387338	72181
79962	72778
79621	67153
649137	170734
869	12404
94086	75482
1396	12925
387755	233752
84808	74183
113235	52466
51108	59052
89845	224814
89845	224814
57418	216156
219409	14842
5967	19693
5967	19692
10131	68015
2515	11495
388633	546840
4829	18101
6531	13162
1363	12876
51667	53312
51260	67683
5721	621823
5721	19188
7965	231872
55687	72026
4775	18021
126074	66962
83734	66795
83734	66795
83734	66795
81127	258313
81127	258316
63932	77644
63932	77644
54676	56055
7186	22030
6736	21674
3566	16190
22826	68598
1652	13202
55802	75901
219957	258736
340061	72512
8623	107626
119467	212070
6343	20287
10875	14190
256281	66174
1080	12638
1141	11444
283431	237436
25953	56695
25953	56695
55035	70930
10163	242687
10953	67145
51056	66988
55755	214444
57587	66756
414325	244332
414325	244332
55669	67414
259239	629761
10184	218454
9128	70052
6576	13358
100129654	100039596
8560	13244
23491	382053
23491	13909
2147	14061
55454	78752
283953	74720
5440	17749
6942	21411
27122	50781
11245	381413
64965	69527
5827	19301
10566	11642
55658	70294
1429	12972
114825	70802
7549	72180
55086	102871
8828	18187
9214	69169
652968	71962
27068	74776
8717	71609
93624	231151
3075	214403
3075	12628
706	12257
79696	72350
80021	96957
80021	96957
9436	224840
26240	108161
57799	224624
9543	19289
100381270	667118
27299	13522
27299	58860
80352	386454
1317	20529
121506	69187
114928	245607
6130	27176
29944	245468
90624	75530
3783	16534
63875	27397
7416	22333
6535	102857
115207	239217
115207	207474
123745	329502
199699	23863
55629	52830
10024	78733
9585	240641
51449	66881
286046	219149
286046	219149
753	52662
753	52662
753	52662
753	52662
92345	234344
892	51813
4951	18261
126520	216166
139599	272790
130162	73324
345456	75477
145173	381694
3215	15413
1797	112403
27111	228765
79057	208748
81448	258302
961	16423
51776	65964
1019	12567
363	11831
116984	212285
643988	230991
388722	69549
9333	74176
9039	22200
899	12449
2222	14137
9525	20479
64319	14123
3294	15486
7681	22652
51013	66583
6182	56282
4752	23954
55847	52637
5438	69920
6426	110809
53630	63857
10978	98985
80853	338523
22884	207615
4783	18030
2286	14227
285852	224840
10634	78926
10634	78926
1290	12832
284252	106931
84304	68323
824	12334
4842	18125
284083	18952
170825	14843
23223	107094
339512	78465
55184	241688
55593	54644
8028	17354
8028	17354
8028	17354
8028	17354
8028	17354
10381	22152
10381	67951
4025	76113
342574	70810
342574	16675
10920	108679
80315	67579
51561	83430
221400	210510
6671	20688
284161	66569
11325	72047
6183	24030
55083	269152
55083	269152
55083	269152
55083	269152
55832	71902
9657	320299
51193	67778
65267	279561
55005	66084
255725	259063
255725	56860
26032	382111
2232	14149
51634	209003
255798	69576
9032	75604
10069	53858
55851	66340
171019	240322
7019	21780
27245	230793
50619	23853
80863	260297
131076	381045
25796	66171
127247	66772
196477	66716
65110	67031
65062	381259
55503	64177
57053	504186
4851	18128
84332	71200
58533	72183
54994	76425
441061	211147
441061	381270
873	12408
9607	27220
64770	239839
671	329547
1059	12616
2752	14645
9827	242406
5329	18793
200205	216792
10314	14768
374907	232984
23774	223770
64410	207952
7584	22646
128218	230678
654231	18261
4153	17195
55324	27406
80025	74450
5365	140571
5365	235611
339416	73844
339416	73844
644890	104362
79085	66972
6404	20345
283471	75002
10803	12769
10352	70560
10352	70560
57510	72322
10538	53314
389136	73569
79573	234875
129807	241159
286343	52829
339210	217071
54097	52793
55679	225341
55679	225341
23769	396184
4914	18211
56942	66531
642273	104943
283985	328035
9605	72325
1301	12814
149499	74485
339390	75863
3728	16480
5756	233637
5756	19230
4850	53621
127602	240960
978	72269
438	107626
158399	100041581
23483	76355
1260	12789
64577	237320
7148	81877
7148	81877
2015	13733
9328	70239
28960	69305
1303	12816
137835	213068
23053	268721
55093	76773
5745	19228
7439	24115
7439	24115
10636	51791
9401	79456
10045	108168318
5051	100163
79767	234683
580	12021
7159	209456
11107	70779
114898	69183
80133	78258
5889	114714
5889	114714
79677	67241
51005	245847
83853	252967
1280	12824
25975	54156
79796	102580
83931	74178
90007	59090
84329	74096
144717	231717
55561	240505
9486	98388
126003	66682
4883	18162
84134	641376
161497	140476
8701	13411
55721	230767
54498	228608
80204	225055
3906	16770
84934	100764
283537	71706
5787	19263
6506	20511
25960	78560
6361	20295
51447	76500
57862	52708
127495	109245
53919	58807
7106	64540
201229	66274
23705	54725
83473	71206
84898	67448
387893	67956
646174	73261
403341	241311
55168	68565
64172	72085
9849	72672
81855	94280
10614	192231
85366	228785
7994	244349
7994	244349
85019	338363
6555	20494
5364	140571
5364	235611
51208	56492
84961	72179
84961	72194
9644	14218
10608	17122
79747	215772
25924	245049
133584	268780
133584	268780
29761	30940
5257	102093
4137	17762
27443	330409
27443	330409
114827	329977
79816	114606
288	11735
27352	105835
1020	12568
51108	59052
55536	217946
653689	14872
25953	56695
25953	56695
56672	57373
4821	18088
5440	102641086
5440	100862456
90624	75530
122060	105439
122060	105439
286046	219149
286046	219149
388722	108169102
10078	56844
268	11705
4255	17314
6286	105244766
118987	107368
80863	260297
57002	67008
4359	17528
84866	71687
6542	11988
8718	85030
3699	16426
54148	27393
22797	21426
57448	12211
90835	233899
1911	13619
57082	76464
27327	233833
6711	20742
80304	238037
27019	68922
1161	71991
3093	53323
3093	53323
9472	238161
9472	238161
5101	211712
374986	215708
342184	14260
342184	14260
5046	18553
4601	17859
203102	353188
1806	99586
6509	55963
6252	104001
84529	399568
51252	381337
23189	107351
26057	81702
10762	18141
10762	18141
84223	69707
57604	319582
57604	319582
160851	380921
125115	406221
130013	266645
51635	66375
10726	18221
3665	54123
116988	213990
9811	269037
260293	81906
81037	218335
1741	53310
22877	208104
54874	214459
80114	83675
85409	72293
51201	70546
93100	223646
151903	72654
22911	99512
388931	432628
162282	382543
5394	50912
5394	50912
105374103	105246807
2742	237213
2742	237213
202333	76469
3638	231070
9747	77574
9747	77574
1306	12819
1306	12819
81035	140792
81035	140792
81554	94254
8284	20591
8284	20592
8314	104416
120379	72614
340156	238564
8853	211914
8853	211914
23095	16561
284001	71276
147920	232925
102723796	102638837
1198	102414
65061	271697
55843	76117
55843	76117
5423	18970
5423	18970
5883	19367
5883	19367
222256	68764
222256	68764
256158	665700
57706	227801
57706	227801
7881	16497
7881	16497
7881	16497
7881	16497
100293534	12268
100293534	12268
100293534	625018
11252	23970
375316	329207
219959	258991
90693	57895
64786	66687
64786	66687
147923	233058
162387	215723
7011	21745
27000	22791
84667	84653
5190	224824
201176	544817
201176	544817
712	12259
344807	57781
344807	271375
344807	239849
154810	75723
154810	75723
356	14103
27189	234836
54714	30952
1350	12867
5707	70247
7703	22658
7703	22658
24141	76161
79694	242362
26084	622434
5824	19298
92737	227325
116064	320184
2819	14555
8737	19766
29909	229323
26043	224111
29968	107272
55572	235169
1994	15568
51092	214597
6005	19743
84081	237859
84081	237859
148979	230587
148979	230587
161003	229277
56910	99138
140687	654821
79568	68115
27130	16348
27130	16348
27130	16348
27130	16348
57551	216965
4646	17920
399697	381418
6102	19889
1163	54124
1163	624855
1025	107951
84549	67920
5861	19324
10114	15259
6725	20811
6725	20811
6815	56291
79490	258283
5663	19164
135114	66847
56929	240263
644186	75459
80179	66196
80179	66196
11060	66894
352999	67719
